brand,body_style,path_to_jpg,phase
HYUNDAI,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_48915.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_70322.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_38112.jpg",train
LEXUS,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_52741.jpg",train
SKODA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_30563.jpg",train
CITROEN,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_05196.jpg,train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_76958.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_22863.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_43135.jpg",train
OPEL,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_56050.jpg",train
HYUNDAI,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_49166.jpg",train
FIAT,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_51579.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74671.jpg",train
NISSAN,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_29218.jpg",train
HYUNDAI,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_54813.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_73284.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_62118.jpg",train
HYUNDAI,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_14612.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_29696.jpg",train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_07518.jpg,train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_29225.jpg",train
CHEVROLET,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_02062.jpg,train
KIA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_34948.jpg",train
FORD,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_04366.jpg,train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_44657.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_10207.jpg",train
LEXUS,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_72809.jpg",train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_22402.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_87825.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_14170.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_2695.jpg",train
CHEVROLET,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_50299.jpg",train
CHEVROLET,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_05309.jpg,train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_62895.jpg",train
HYUNDAI,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_13671.jpg",train
NISSAN,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_76213.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_56466.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_21134.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_52907.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_48415.jpg",train
VOLVO,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_73016.jpg",train
RENAULT,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_03552.jpg,train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_9261.jpg",train
PEUGEOT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_8183.jpg",train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_64098.jpg",train
FIAT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_08012.jpg,train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_11693.jpg",train
HYUNDAI,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_17867.jpg",train
VOLVO,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_31250.jpg",train
OPEL,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6805.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_8228.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_5523.jpg",train
VOLVO,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_00673.jpg,train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_32801.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_79409.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_9320.jpg",train
NISSAN,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/CE338FGQ6LQQ.jpg,train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_22929.jpg",train
PEUGEOT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/R5P6MM7BXEMP.jpg,train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_1987.jpg",train
HYUNDAI,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_44515.jpg",train
HONDA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74142.jpg",train
HYUNDAI,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59158.jpg",train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74462.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59649.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_15372.jpg",train
HYUNDAI,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_03414.jpg,train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_67322.jpg",train
MAZDA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_63478.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_7620.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_44231.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_81094.jpg",train
HYUNDAI,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_01204.jpg,train
KIA,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_06760.jpg,train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_29945.jpg",train
HONDA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_28582.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_73691.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_60632.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_32289.jpg",train
CHEVROLET,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_9032.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_53810.jpg",train
LEXUS,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_28466.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_80103.jpg",train
HYUNDAI,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_15118.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_77115.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_51299.jpg",train
NISSAN,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_28591.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_64144.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_23480.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_39524.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_72246.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_70015.jpg",train
PEUGEOT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_86183.jpg",train
FIAT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_77687.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6400.jpg",train
HYUNDAI,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_48871.jpg",train
VOLVO,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_80288.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_54393.jpg",train
MAZDA,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/19DCEY3YG42V.jpg,train
NISSAN,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_28686.jpg",train
FIAT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_66606.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_5799.jpg",train
KIA,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/4PRED1AZ2HGM.jpg,train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_73376.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_41246.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_51822.jpg",train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_35829.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59745.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_34309.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_49887.jpg",train
RENAULT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_02824.jpg,train
SKODA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_26957.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_3694.jpg",train
NISSAN,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_03739.jpg,train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_63358.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_78437.jpg",train
PEUGEOT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_85899.jpg",train
LEXUS,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_55540.jpg",train
ALFAROMEO,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_05638.jpg,train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_30180.jpg",train
HYUNDAI,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_35755.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_62162.jpg",train
FORD,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_06908.jpg,train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_5618.jpg",train
VOLVO,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_55593.jpg",train
HONDA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_83839.jpg",train
NISSAN,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_21934.jpg",train
CHEVROLET,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/train_02295.jpg,train
KIA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_36717.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_47079.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_85349.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_87982.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69578.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_85358.jpg",train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_65112.jpg",train
OPEL,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_33981.jpg",train
FORD,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_03053.jpg,train
NISSAN,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_24617.jpg",train
HYUNDAI,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_00934.jpg,train
NISSAN,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_66962.jpg",train
FORD,hatchback,Code/dataset/Data/DS2_confidence_and_brand_selected/train_07955.jpg,train
KIA,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_02884.jpg,train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59092.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_75323.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_30643.jpg",train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_44836.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_32966.jpg",train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_04016.jpg,train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_34335.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74174.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59408.jpg",train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_12378.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_11667.jpg",train
NISSAN,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_60762.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_38138.jpg",train
VOLVO,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_04416.jpg,train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_85446.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_17824.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_12221.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_25650.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_77541.jpg",train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_42942.jpg",train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_33543.jpg",train
CHEVROLET,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/train_05832.jpg,train
LEXUS,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_54551.jpg",train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_12972.jpg",train
VOLVO,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_79771.jpg",train
LEXUS,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_84371.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69604.jpg",train
VOLVO,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/PDAUVM716D9Z.jpg,train
OPEL,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_35940.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_36484.jpg",train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_07068.jpg,train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_15442.jpg",train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_70167.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_58231.jpg",train
HYUNDAI,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_06070.jpg,train
OPEL,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/24PY6S5JF3F9.jpg,train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_3427.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_28648.jpg",train
VOLVO,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_01729.jpg,train
LEXUS,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_53791.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_56276.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_82192.jpg",train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6594.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_23345.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59013.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_28.jpg",train
CHEVROLET,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_02546.jpg,train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_46861.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_30800.jpg",train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_55630.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_57364.jpg",train
RENAULT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_07480.jpg,train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_61413.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_50019.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_43222.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_20433.jpg",train
